Ref.,Titulo del clip,Stock ID,Licencia,Enlace de descarga
euros_rotating,Rotating Around Euros,6285,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/965e9a60-5f19-4126-8f32-ec5a6607d1d2/horizontal/downloads/original.mp4?filename=7073_Euro_Money_2048x1080.mp4&user_id=102901249&token=exp=1785247422~id=102901249~hmac=965c72db0080681a320f7eb81d393bd437c9efab60891add5040b9ad703af358
three_bottles,"Three glass bottles with handles containing olive oil, closed with cork stopper, with a bowl of olives",5465997,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/e49365cd-0e1f-5cb6-a350-74fc3203a4b3/horizontal/downloads/4k.mp4?filename=0_Olive_Oil_3840x2160.mp4&user_id=102901249&token=exp=1785247423~id=102901249~hmac=1102c480442c9a7ee3f2f6265d0ec7df992aecab3a37589c57305801a2e2fe35
opening_cap,Hand opening a bottle cap with a bottle opener,5474555,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/2b91cb8f-67a4-5776-a6f2-59d24d818447/horizontal/downloads/original.mp4?filename=0_Bottle_Opener_Bottle_Cap_1920x1080.mp4&user_id=102901249&token=exp=1785247424~id=102901249~hmac=13e90475b5d92df5901efd7cead115ffbd99e1a53903f64cd0d1607b54294667
bottling_line,Automated Beverage Bottling Line,5540725,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/f61b3687-3477-5325-8550-2bdff962976b/horizontal/downloads/4k.mp4?filename=0_Bottling_Plant_Manufacturing_3840x2160.mp4&user_id=102901249&token=exp=1785248046~id=102901249~hmac=3d9ec94787effe8883e0746f93c6e88c622f47465f9100cbace5b776a9386799
conveyor_bottles,Bottled Drink Production Line,5540686,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/28d600e2-1c0d-5a86-aa34-912c2289bac2/horizontal/downloads/4k.mp4?filename=0_Bottling_Plant_Plastic_Bottles_3840x2160.mp4&user_id=102901249&token=exp=1785248047~id=102901249~hmac=4e7aeb94eccb90866f9f8272c39eded5339b9a5a846933ffe6798f43ed071e53
olive_grove_aerial,Aerial View of Olive Grove Landscape,6956087,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/61b1c7b7-3e52-5d6e-89a6-46fc9ce8e7ce/horizontal/downloads/original.mp4?filename=0_Olive_Grove_Olive_Trees_3840x2160.mp4&user_id=102901249&token=exp=1785248049~id=102901249~hmac=0e5ee34eab9ce34ef3e9a11d70d6ff09dc21fa342354a3fb67f653df6c5e36fc
olive_grove_sunset,Vast Olive Grove at Sunset,6163120,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/44a95d95-703d-5d75-a96c-d047f096b337/horizontal/downloads/4k.mp4?filename=0_Agriculture_Farm_3840x2160.mp4&user_id=102901249&token=exp=1785248050~id=102901249~hmac=92b102665598b9d1c84c4dabbe5545b5076b7dc4ecd9f95f650ef3d6eb4e9965
warehouse_barrels,Red and Blue Industrial Barrels Stored in an Outdoor Warehouse Yard,7249724,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/fbfe242d-ca56-5009-a210-0379dabb6cac/horizontal/downloads/original.mp4?filename=0_Barrel_Industrial_3840x2160.mp4&user_id=102901249&token=exp=1785248052~id=102901249~hmac=e0a6e6dcc23dd854c66250ad0b88c81f59737f91de2cd3cdc91ff03116da6c83
two_bottles_compare,Two bottles of olive oil and extra virgin olive,2310359,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/5f999d43-ab68-44c4-9a16-3abe9a26ccd5/horizontal/downloads/4k.mp4?filename=5812797_Coll_wavebreak_Bottles_3840x2160.mp4&user_id=102901249&token=exp=1785248053~id=102901249~hmac=29bba3e61a09872d6285a2c447a923151bbab45679171a76a386a21cc2ba87b8
port_containers,Aerial View of a Busy Container Port,5883923,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/d6dab745-b699-52ea-a78b-a3387b9c2b60/horizontal/downloads/4k.mp4?filename=0_Container_Port_Cargo_Ships_3840x2020.mp4&user_id=102901249&token=exp=1785248055~id=102901249~hmac=bf2152201d4cd4703248f91bd9dfcaf4fb11945bb0ce2e539acb285bd0be473e
world_map_port,"Appearing world map overlay animating above port terminal, glowing arcs routing cargo toward cranes",7558377,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/b48af2b9-42ef-5f11-a2a2-b5f9460de25c/horizontal/downloads/original.mp4?filename=0_World_Map_Overlay_1920x1080.mp4&user_id=102901249&token=exp=1785248056~id=102901249~hmac=9e25699ddfb105ad033dc721f0057cf8292db2144e0bdaa81f71a76dc88b6241
generic_shelf,"Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/5bc6e637-d5df-5329-939b-70b5273de9fa/horizontal/downloads/1080p.mp4?filename=0_Grocery_Store_1920x1080.mp4&user_id=102901249&token=exp=1785248057~id=102901249~hmac=e5e968dd6fd3b48fc1c3c74f66dbc6654743afaee510f8f4c416f0288882f0f8
hand_reaching_jar,A hand reaches for and inspects a jar of olives in a grocery store aisle,6977454,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/dc27f940-b88d-5a39-bf51-3d1d4aa6764c/horizontal/downloads/original.mp4?filename=0_Olives_Jar_Of_Olives_3840x2160.mp4&user_id=102901249&token=exp=1785248059~id=102901249~hmac=6fd016a6aba7bf0346c8ce9680a2e920828010b0d767247369e30ff0fbf460ae
andalusia_street,"Traditional whitewashed houses with balconies and barred windows line a narrow cobblestone street, Andalusian village",5987261,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/c84569b6-13bb-5131-9d3d-c1b716d29585/horizontal/downloads/4k.mp4?filename=0_Andalusia_Spain_3840x2160.mp4&user_id=102901249&token=exp=1785248060~id=102901249~hmac=774d0d55b5f261e3536069503ca5063e3264b8fa5e9c9a639d4062cd2dcebe6c
stone_mill,Traditional Olive Oil Production,5593361,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/3b900971-4b7b-528c-971a-2f8cbec74351/horizontal/downloads/4k.mp4?filename=0_Olive_Oil_Production_Olive_Mill_3840x2160.mp4&user_id=102901249&token=exp=1785248061~id=102901249~hmac=96a5c2ebdc15179000972540416a64b7dd88633b5fddc95ab664ac586a3f397c
olive_press_workshop,Workshop with large stone wheel and old equipment for pressing olive oil,2537351,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/28448975-da1f-45e3-946e-022e299225f3/horizontal/downloads/original.mp4?filename=5302999_Workshop_Large_Stone_Wheel_3840x2160.mp4&user_id=102901249&token=exp=1785248063~id=102901249~hmac=1bed493cdaeb530fd7f877e20024ce6d03aed8915f5fa3e1dea5c071ee517cdc
family_olive_grove,Video of drone of a family playfully runs through olive groves,5682519,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/a29e4f40-42ce-5d62-bb8a-70aa0285664b/horizontal/downloads/original.mp4?filename=0_Hovering_Away_3840x2160.mp4&user_id=102901249&token=exp=1785248064~id=102901249~hmac=6ce3969e76b58e8951c773fb6e5dcbe8eac14d98bd53234947976ec5378602dd
cert_stamp,Stamp with CERTIFIED text of flat style isolated on white background,3982793,Premium (Freepik/Magnific),https://delivery.gettyimages.com/downloads/1314159504?e=Nrkmd2RH96WrHHDKJ8QVWEL29kxDm6daIqd6hOt8klzomUrUwTLMQ14d5fiKEHRatW3fgFIcmH1ICjG_hVvz-mSqBu_Nrypu9wmc-s2KbnQjRUS8O_4--fGX4aWSxs4D&i=wGqlBaCtSn_TyU-VjIdgnw%3D%3D&k=49&c=IOMnITqnQtVCzIPUoLhnXQffpmye2GAn7G_n2FH6drI%3D
dark_bottle_label,Hand holding a small dark green glass bottle with a red cap,3717430,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/10793104-cb33-543c-97f3-4fc9f8ec8696/horizontal/downloads/original.mp4?filename=0_Bottle_Glass_Bottle_3840x2160.mp4&user_id=102901249&token=exp=1785248067~id=102901249~hmac=f66c3c070c234b7b565a61ba8231e0a163694df2793d5232371ae45939409c00
tasting_reaction,Woman Tastes Tea In A Glass And Smiles In Her House,5079112,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/8bbdce2a-c4ef-5f75-ae41-d29a5c97c59e/horizontal/downloads/4k.mp4?filename=0_Woman_Tea_3840x2160.mp4&user_id=102901249&token=exp=1785248069~id=102901249~hmac=b35b3cad3c40cda57e981855e05c7cacd5364da911031f7032c48763919eb553
hand_picking_olives,Close view of hand picking black olives from green tree branches,6295653,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/5a836e84-1d81-5a02-9981-4d18d7e6a681/horizontal/downloads/4k.mp4?filename=0_Olive_Harvest_3840x2160.mp4&user_id=102901249&token=exp=1785248070~id=102901249~hmac=6939f0c32ec98cebf984f545d6e9014ccc5d4fb21dc1040f437594829e91e875
olive_harvest_people,People In Olive Orchard Collecting Fruit In The Harvest Season,6127160,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/bd10fc49-f3e0-5e18-a306-5a49d9bdcf4d/horizontal/downloads/4k.mp4?filename=0_People_Olive_3840x2160.mp4&user_id=102901249&token=exp=1785248071~id=102901249~hmac=f26da415599cbc8b63f53a4597e14b365a80ea3dd4432a5935f6017716c71fa7
bottle_pouring,Pouring pure Extra Virgin Olive Oil,606843,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/d8e8475e-fe5c-4739-99f2-8b9bda0ffb7f/horizontal/downloads/4k.mp4?filename=1632451_Oil_Olive_3840x2160.mp4&user_id=102901249&token=exp=1785248073~id=102901249~hmac=7fb606bb049f6be9ee8f752b72a7cbfca3cae24de1b86dd516ed1477506d9383
olive_grove_hillside,Vast Olive Grove at Sunset,6163120,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/44a95d95-703d-5d75-a96c-d047f096b337/horizontal/downloads/4k.mp4?filename=0_Agriculture_Farm_3840x2160.mp4&user_id=102901249&token=exp=1785248050~id=102901249~hmac=92b102665598b9d1c84c4dabbe5545b5076b7dc4ecd9f95f650ef3d6eb4e9965
salad_pour1,Pouring Olive Oil on a Fresh Salad,3522160,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/a03d79b2-d7ab-5f33-a124-2fefbba25a0b/horizontal/downloads/original.mp4?filename=0_Salad_Olive_Oil_3840x2160.mp4&user_id=102901249&token=exp=1785250277~id=102901249~hmac=a5ee1c2d23a50df22ce923e714837f6834f18c8a38376fb7c5c8cc80416670db
salad_pour2,"Tilting bottle pouring oil over tomato, onion, basil",8663762,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/cd9100d2-7698-52ed-830b-4f7d36cd8cec/horizontal/downloads/original.mp4?filename=0_Oil_Pouring_1920x1080.mp4&user_id=102901249&token=exp=1785250279~id=102901249~hmac=f7182563fc73e7437f8467a9c391cea16ceed36067b93415d54931e45c4598bc
salad_pour3,Pouring hand tilting olive oil bottle over salad on counter,7402383,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/27897070-fe68-5ded-b653-2e546a8dcc5b/horizontal/downloads/original.mp4?filename=0_Olive_Oil_Salad_1920x1080.mp4&user_id=102901249&token=exp=1785250280~id=102901249~hmac=b91492544a117987c226f6ede24a2e6f1910002a77a1e07f36a82fc19cc9d8f2
cart_timelapse,"An empty grocery cart drives a grocery supermarket, time lapse",4244202,Premium (Freepik/Magnific),https://delivery.gettyimages.com/downloads/936444800?e=FARsCsHi4tIjZ9q57i8YqEud6joZ0c1eLSnkCY4wmu5fJhnUgQsz-nEfZRsVtQSOlR-ptdpVM0KwshRn9TPdwg51BDSWW47BPsXQtspcujJpwm1njCtlK0K8zcjEuUjY&i=9qFeFS0T3Kf_rw70a2ohPg%3D%3D&k=49&c=mnXQ2Lx_Au53nNMMWKQmnKSahcCDK4yDBE-sMEb5mBo%3D
cart_aisle,Shopping Cart in a Supermarket Aisle,6154249,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/bfda532a-ee37-5340-9b36-7d198ef9a0f8/horizontal/downloads/4k.mp4?filename=0_Shopping_Cart_Supermarket_3840x2160.mp4&user_id=102901249&token=exp=1785250284~id=102901249~hmac=112e306fd67cc45a9c329afbb5439c31fc89e0872e012e8cff869136400b7494
aisle_colorful,A Vibrant Aisle of Colorful Products in a Modern Supermarket,6451901,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/1f94b448-d974-5582-a8f0-25b6b9f6e549/horizontal/downloads/4k.mp4?filename=0_Shopping_Supermarket_3840x2160.mp4&user_id=102901249&token=exp=1785250286~id=102901249~hmac=76b6ea15507cbf73c040bab4e965d76c38fdd8a2de39f932805e9cff36d28a99
handshake1,"Hand shake, diversity partnership",1233440,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/cd0a6d9b-eda5-4b03-aab0-9aa86e74e79f/horizontal/downloads/4k.mp4?filename=2492976_Hand_Shake_3840x2160.mp4&user_id=102901249&token=exp=1785250287~id=102901249~hmac=f9e15e940503f9c32ea52672ac2edd08ba32c97d3cf254e31bb54345ddff29df
handshake_boardroom,"Business people handshake in boardroom, corporate partnership deal",2466239,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/245db588-fd06-4b82-b1fb-563f9975b15e/horizontal/downloads/4k.mp4?filename=4982260_African_American_Agreement_3840x2160.mp4&user_id=102901249&token=exp=1785250289~id=102901249~hmac=c91cad97ca13ea6469ec4d5e40b5f37984a50bac23dd1d77b47c3240566367d4
handshake_negotiation,"Executives Reach Handshake Across Meeting Table, Negotiation Scene",7819113,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/8ce261c5-0796-5735-ab13-1fee349da191/horizontal/downloads/4k.mp4?filename=0_Meeting_Corporate_3840x2160.mp4&user_id=102901249&token=exp=1785250290~id=102901249~hmac=80f2404c710e490170f2ccc8faadcc042f85119ea6e922e8caa0a95e2b88911b
stock_decline1,"Decreasing trend red line graph, stock market stagnation",6590339,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/ce4f7fb9-cbc6-5032-9943-9d5b8cdb34ee/horizontal/downloads/original.mp4?filename=0_Background_Business_4096x2304.mp4&user_id=102901249&token=exp=1785250298~id=102901249~hmac=b05e8d664085ac4c1f801b1485d49618a3d418872e989c9404aa5f3f840bf344
stock_crash,Stock Market Crash Red Arrow Graph Going Down Into Recession,4045992,Premium (Freepik/Magnific),https://delivery.gettyimages.com/downloads/1270274839?e=0IQQkzQ_nK5H9CwVN1OpdPxt_h_Lt8IAH89DAsT5_V93B6PGcN_tL3gzJtR2p9E2Sx_vNEEbUVWPfpMfmcPJlqz69h8KpdHhzxqH4RpPl3CU5AcCn1VQuHr_cYwMjRHN&i=1mwLk_TV6YyIMacWh9rAqA%3D%3D&k=49&c=5lumJYgYaMag3pfz7i5v8Is6xPazFpfupVxbd3xUqjI%3D
stock_down,"Red candles stock market down, arrow drop",6169589,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/73264e03-be13-5d51-8ac5-3d7b25256b23/horizontal/downloads/original.mp4?filename=0_Finance_Banking_4096x2304.mp4&user_id=102901249&token=exp=1785250301~id=102901249~hmac=4f6ee3d3c1cc29eecb7cd29fb921e4c7fc0962f9af82b64e897d40cb546ef85a
couple_cooking,Couple cooking in the kitchen,2947891,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/2d3296ef-c83b-546e-b413-ddefb2e62373/horizontal/downloads/4k.mp4?filename=6314296_Person_People_3840x2160.mp4&user_id=102901249&token=exp=1785250303~id=102901249~hmac=11d4ee85c9fed16f54d2f8b9abff5539dca4284bdccf8880219cf91235ec7258
woman_pour_veg,Biracial woman pouring oil on vegetables in baking tray,2717206,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/88876046-b5a8-4e8a-9fce-60271ebcc3e4/horizontal/downloads/4k.mp4?filename=5732638_Coll_wavebreak_People_3840x2160.mp4&user_id=102901249&token=exp=1785250305~id=102901249~hmac=2a7f8cd7e53f515b23f61b871985eed968766d57edd984645354de40ee5bec03
senior_woman_salad,Happy senior woman mixing salad in sunny kitchen,3169363,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/a5c12f6d-54f1-5107-b5bd-cae4ee01c5ff/horizontal/downloads/4k.mp4?filename=6404186_People_Happy_3840x2160.mp4&user_id=102901249&token=exp=1785250306~id=102901249~hmac=64990146f6b3b47063d9d074967d87381621918e3ac18f5f14958418a89c1443
man_olives,Relaxed man enjoys typical olives soaked in olive oil,2508365,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/a13a8cad-c171-4347-b5e9-cbfc62931cf5/horizontal/downloads/original.mp4?filename=4883684_Relaxed_Man_3840x2160.mp4&user_id=102901249&token=exp=1785250308~id=102901249~hmac=372d46e960aa2269d73b6f73bea014df2f5c2bc032a515518781c2eccdb5fb64
spoon_olives,"The olives are in a spoon, olive oil flows",4312045,Premium (Freepik/Magnific),https://delivery.gettyimages.com/downloads/1269731335?e=5Cp1fZ7-uUl0s3RidOUCX3rlB-FK3pVh_v3MvWwZVz2nsJofa7LigoteUqJL-L7x8errzzdhH7NQ5FrV5H7ve7FobsICMrxebltnjMpI2S2yoxSyDnng03Gzesh-WaA2&i=x7q8QcMHQocPYcEHeUxc7Q%3D%3D&k=49&c=pJSNCAG7rvA96ydz6MW0onQfTSM-o6bqGzPX_MbOjes%3D
lab_colorchange,A test tube with liquid changes color during a chemical reaction,5272862,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/bd004402-8faf-5095-976f-feb2324ce1e3/horizontal/downloads/original.mp4?filename=0_Test_Tube_Color_Change_1920x1080.mp4&user_id=102901249&token=exp=1785250312~id=102901249~hmac=f2896ff0934f4c628d662cb57801ce597fd494a1e0e0d532bb9e15728292532e
vintage_factory,"Archival footage, women working in factories, 1915",98280,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785250318~id=102901249~hmac=cd7e85304726822a2de65f8f1493dfe915299888d99b1fc114474d38d7916a88
harvest_process,Olive harvesting process,6277209,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/621f89bb-6fc2-5993-a17d-eec5214909d0/horizontal/downloads/4k.mp4?filename=0_Olive_Harvesting_Olive_Branch_3840x2160.mp4&user_id=102901249&token=exp=1785250320~id=102901249~hmac=a195ac89d4988694995c3a5b7f9b25e247af1cab555cd41d4f026b2273fde8f1
sunset_dolly,Dolly Shot Of Sun Setting Behind Olive Trees,3322694,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/ab95c45c-ac70-4cdd-b959-f0e453b2cb1f/horizontal/downloads/original.mp4?filename=6902538_Dolly_Shot_1920x1080.mp4&user_id=102901249&token=exp=1785250321~id=102901249~hmac=fbb29ba7b7b08e9af4b31d952b00de658a9eda75ff22371c2114e80c971d1823
spain_flag1,Waving Flag of Spain,8567147,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/a5b30d16-c13e-563e-a07b-bd7d2093ebf1/horizontal/downloads/original.mp4?filename=0_Spain_Flag_3840x2160.mp4&user_id=102901249&token=exp=1785250323~id=102901249~hmac=96bee9f5b9210cab838a649b527a249a9420e915b2bfd2284f20daf7c51a009d
spain_flag2,Spain national flag waving on flagpole,3082160,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/f0da787f-9902-5925-bf6a-e99f5d0069e4/horizontal/downloads/1080p.mp4?filename=6796225_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785250324~id=102901249~hmac=139fff70285004fa2c7fa0bab4b51acb7d169dafa7aedbaba23e819bd2e36f12
pruning_aerial,Aerial video of a man pruning olive tree with chainsaw,1255745,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/b7c78413-34bb-4896-b5f4-6715a5b91938/horizontal/downloads/original.mp4?filename=2628411_Olive_Pruning_Olive_3840x2160.mp4&user_id=102901249&token=exp=1785250326~id=102901249~hmac=b04ca4c3b5051abae8b0db379325be823b20ab81aaaafb528371095489517137
harvest_rack,Farmer harvesting olive with rack,1848680,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/b99ae68a-ff87-4aa5-8405-1324b5e89911/horizontal/downloads/4k.mp4?filename=5336448_Coll_wavebreak_Sunny_3840x2160.mp4&user_id=102901249&token=exp=1785250328~id=102901249~hmac=3725d70bf08d557d2e30c1228eff40055849447025c6bced9ee76ad6a175952c
harvest_electric_rake,Farmer harvesting olives using electric rake,6052701,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/a1a89e2a-fc66-5a9f-82a6-06daeb7374ec/horizontal/downloads/1080p.mp4?filename=0_Electric_Rake_Olives_1920x1080.mp4&user_id=102901249&token=exp=1785250330~id=102901249~hmac=7f2b0080bb21c06b8b770fecaddeb745f228efb113ec5d56ea930e5b6ed863a3
spanish_harvest_hand,Spanish man harvesting olive trees in a sunny field by hand,1060909,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/05afd444-7ae3-4c06-82c8-a303c4cd3f57/horizontal/downloads/original.mp4?filename=2366594_Spain_Olive_Harvesting_3840x2160.mp4&user_id=102901249&token=exp=1785250335~id=102901249~hmac=5c1ea85041397f31d2bd0a9f7176e51d4f5a15be8b330694b572c3499de001bc
spanish_harvest_dog,Typical Spanish man harvesting olives with his dog and old tools,839038,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/5b9af4ee-a62c-4d38-ae41-fd3d44b4e980/horizontal/downloads/original.mp4?filename=2002562_Olive_Farming_Olives_3840x2160.mp4&user_id=102901249&token=exp=1785250342~id=102901249~hmac=0a2902ebeec968e97d7f3aac456de0f67a387f3f964942a16ce0d7570f9da736
price_tags1,Price tags at a market stall with blurred fresh produce,6143948,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/652a68a3-467f-5599-acb8-3e47e55e1439/horizontal/downloads/original.mp4?filename=0_Price_Tag_Market_3840x2160.mp4&user_id=102901249&token=exp=1785250343~id=102901249~hmac=cee65a817bb9537340be8aa55428416c122b8009ba96cca6481d0959d25c3c6c
price_tags2,Close-up of Price Tags at a Market Stall,3520905,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/4804a877-d9e0-519a-ad30-bbb118e5493e/horizontal/downloads/original.mp4?filename=0_Price_Tags_Market_3840x2160.mp4&user_id=102901249&token=exp=1785250345~id=102901249~hmac=363682e2c5acc3b14d4265bd5a903f12554b1c6c4d089eb0e0cbceba4373948b
price_tag3,Price tag for produce at a market,5303140,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/3e930f01-7afa-58f4-9923-18180dcbe6db/horizontal/downloads/original.mp4?filename=0_Vegetables_Produce_3840x2160.mp4&user_id=102901249&token=exp=1785250438~id=102901249~hmac=6c928cf484286c264d0b519badfcd0f2751d068e4931cdb8a30c31d0c2dce59c
price_tag_grocery,Grocery store food price tag,6008763,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/23279da8-8bba-59a8-8bb7-5c9f93209ed0/horizontal/downloads/original.mp4?filename=0_Cart_Grocery_1920x1080.mp4&user_id=102901249&token=exp=1785250440~id=102901249~hmac=fa3644b9963a4954aa73741d9cbe968bc66b6214621b3a56f498a98ad92a1eb7
